gene_name,utr5_cpm,utr5_ai_rate,utr5_m6a_rate,utr5_unmod_rate,utr3_cpm,utr3_ai_rate,utr3_m6a_rate,utr3_unmod_rate,exon_cpm,exon_ai_rate,exon_m6a_rate,exon_unmod_rate,intron_cpm,intron_ai_rate,intron_m6a_rate,intron_unmod_rate,utr5_either_rate,utr3_either_rate,exon_either_rate,intron_either_rate,total_ai_rate,total_m6a_rate,total_either_rate,total_cpm
CCT4,450.9803923333334,0.067079,0.214772,0.719266,423.5743176666667,0.066132,0.138884,0.796898,4932.163742666667,0.055532,0.067592,0.87784,5.392397333333334,0.057942,0.23989,0.702653,0.28185099999999996,0.205016,0.123124,0.297832,0.06167125,0.1652845,0.22695574999999998,1453.0277125
DCTN4,83.48680166666666,0.057933,0.22662,0.715447,1120.585702,0.050286,0.235969,0.714106,20.655270666666667,0.128727,0.224632,0.650682,4.8426670000000005,0.06305,0.214294,0.724317,0.284553,0.28625500000000004,0.353359,0.27734400000000003,0.074999,0.22537875000000002,0.30037775,307.3926103333333
ACYP2,241.424802,0.045438,0.202086,0.756688,585.7178716666667,0.058256,0.165974,0.777501,45.39103,0.076527,0.127234,0.798679,5.206142666666667,0.091622,0.233895,0.678306,0.247524,0.22423,0.20376100000000003,0.325517,0.06796075,0.18229725,0.25025800000000004,219.43496158333335
ZNF506,59.44254833333333,0.060463,0.06878,0.870757,82.435437,0.062257,0.177159,0.761192,27.44904666666667,0.048583,0.250421,0.701605,23.392521666666667,0.060145,0.208368,0.733501,0.129243,0.23941600000000002,0.299004,0.268513,0.057862,0.176182,0.234044,48.17988841666667
SUZ12,68.75,0.162879,0.067945,0.776515,4737.919738,0.050156,0.228528,0.724142,246.99699733333333,0.073768,0.148212,0.782064,3.070161,0.060814,0.17835,0.762423,0.230824,0.278684,0.22198,0.23916400000000002,0.08690425,0.15575875,0.242663,1264.1842240833332
PI4K2A,0.0,0.0,0.0,0.0,414.56671966666676,0.073058,0.263515,0.668274,10.3503185,0.030248,0.139022,0.833534,2.8997826666666664,0.042935,0.2489,0.708165,0.0,0.336573,0.16927,0.291835,0.03656025,0.16285925,0.19941950000000003,142.60560694444447
PRKCI,18.292682999999997,0.001736,0.467014,0.53125,1122.4561406666667,0.053499,0.214021,0.735072,12.841988,0.070737,0.054178,0.876359,0.9660976666666666,0.228858,0.252416,0.53824,0.46875,0.26752,0.124915,0.481274,0.0887075,0.24690724999999997,0.33561474999999996,288.6392273333333
ATXN2L,51.88679233333334,0.095407,0.196851,0.710346,7816.5294926666675,0.07483,0.243305,0.686135,1209.9405103333333,0.094968,0.159671,0.748207,21.590108,0.092956,0.175254,0.736253,0.292258,0.318135,0.254639,0.26821,0.08954025,0.19377025,0.2833105,2274.986725833334
GNB1,28.939585999999995,0.136548,0.203182,0.666857,20918.63517033333,0.068162,0.230317,0.702887,103.29097433333334,0.087034,0.151481,0.765477,8.819910000000002,0.108067,0.242617,0.652625,0.33973,0.298479,0.238515,0.350684,0.09995275,0.20689924999999998,0.306852,5264.921410166666
UBE2E1,47.91408533333334,0.085264,0.20688,0.717841,2361.0709116666667,0.087333,0.194204,0.72133,1139.7583746666667,0.100561,0.101093,0.80001,902.0725453333333,0.061246,0.226497,0.715853,0.292144,0.281537,0.201654,0.287743,0.08360100000000001,0.1821685,0.2657695,1112.70397925
NAA15,136.25866066666666,0.065847,0.128855,0.806078,1697.0823799999998,0.057707,0.165239,0.77936,63.67702466666666,0.077995,0.095663,0.828074,6.3169043333333335,0.064279,0.211252,0.728664,0.194702,0.222946,0.17365799999999998,0.27553099999999997,0.06645699999999999,0.15025224999999998,0.21670925,475.8337424166666
BAZ2A,78.37956866666667,0.043078,0.235099,0.722942,943.7638426666667,0.075354,0.20493,0.721763,2673.738084,0.071053,0.079076,0.851666,36.57851733333333,0.080449,0.204245,0.718311,0.278177,0.280284,0.150129,0.284694,0.0674835,0.1808375,0.24832100000000001,933.1150031666667
ZNF669,4.147813,0.055753,0.074574,0.869673,48.5436895,0.038672,0.074121,0.887207,37.03703733333334,0.02369,0.159829,0.817087,1.774060666666667,0.112584,0.186942,0.702148,0.130327,0.112793,0.183519,0.299526,0.05767475,0.1238665,0.18154125,22.875650125000003
ANAPC7,11.214630666666665,0.065024,0.296514,0.638462,2259.3800979999996,0.061673,0.160887,0.778644,274.6105116666667,0.058311,0.163332,0.780434,5.001837,0.064324,0.25287,0.683575,0.361538,0.22256,0.221643,0.317194,0.062333,0.21840074999999998,0.28073375,637.5517693333333
TOP1,4.457865666666667,0.10068,0.188004,0.738659,2033.523298666667,0.07559,0.211357,0.716592,75.42790833333333,0.077982,0.067383,0.855784,5.149078666666667,0.072594,0.204085,0.725815,0.288684,0.286947,0.145365,0.276679,0.0817115,0.16770724999999997,0.24941875,529.6395378333335
PGLS,58.6419755,0.093339,0.024054,0.882607,2784.752285,0.066285,0.133869,0.802697,1055.2949063333333,0.065725,0.083524,0.852452,49.63598033333334,0.121265,0.205139,0.678953,0.117393,0.200154,0.14924900000000002,0.32640399999999997,0.0866535,0.11164649999999998,0.1983,987.0812867916668
SNX3,84.0336135,0.039062,0.141602,0.819336,18554.411259999997,0.059945,0.191681,0.7501,3456.7143830000005,0.04507,0.22725,0.729692,1.0980486666666667,0.065796,0.22063,0.713574,0.180664,0.251626,0.27232,0.28642599999999996,0.05246825,0.19529074999999999,0.24775899999999998,5524.064326291666
USF2,22.116903333333337,0.115792,0.117188,0.79269,14467.099566999997,0.092232,0.233521,0.678169,1312.5940253333333,0.118633,0.124687,0.759466,13.138435333333334,0.108584,0.181542,0.71544,0.23298000000000002,0.325753,0.24332,0.290126,0.10881025,0.1642345,0.27304475,3953.7372327499997
AGO2,2330.553449666667,0.04768,0.243079,0.711789,79.56989233333333,0.065422,0.204913,0.730031,211.02150566666668,0.073941,0.107219,0.819871,5.210726666666667,0.078558,0.203001,0.720659,0.290759,0.270335,0.18116,0.281559,0.06640025000000001,0.189553,0.25595325,656.5888935833334
TXNDC11,8.868699999999999,0.054688,0.146818,0.798495,366.2794513333334,0.082024,0.19004,0.731714,501.29198966666667,0.058203,0.102744,0.840626,8.486549,0.083982,0.238987,0.681643,0.20150600000000002,0.272064,0.160947,0.322969,0.06972425,0.16964725,0.23937150000000001,221.2316725
SNX2,7.260726000000001,0.070668,0.397727,0.531605,547.6531100000001,0.053971,0.109922,0.837225,350.64102566666674,0.059882,0.045609,0.894815,4.812682666666666,0.075071,0.218658,0.709753,0.468395,0.163893,0.105491,0.293729,0.064898,0.192979,0.257877,227.59188608333335
ARL1,28.5714285,0.057422,0.207031,0.735547,1718.832541,0.056145,0.20444,0.740843,99.51159966666667,0.067652,0.147287,0.788056,3.3051676666666663,0.039062,0.222011,0.738927,0.264453,0.260585,0.214939,0.261073,0.05507025,0.19519225,0.2502625,462.5551842083333
RNF11,124.65564733333332,0.078125,0.176234,0.750108,1791.9542790000003,0.067587,0.235606,0.699781,463.79928333333334,0.137969,0.131508,0.731719,3.182922666666667,0.056478,0.207299,0.738726,0.254359,0.303193,0.269477,0.26377700000000004,0.08503975,0.18766175,0.27270150000000004,595.8980330833334
STAM2,20.661157,0.001563,0.203125,0.795312,558.4415583333333,0.057171,0.232989,0.71019,25.34854233333333,0.050618,0.10651,0.842871,6.804883,0.050484,0.174039,0.776228,0.204688,0.29016,0.157128,0.224523,0.039959,0.17916575,0.21912474999999998,152.81403516666666
TCEA1,29.927760333333335,0.110318,0.289736,0.599946,2505.8674276666666,0.054149,0.230951,0.714899,4.9668874999999995,0.043837,0.229167,0.726997,26.533410333333336,0.062216,0.218649,0.723526,0.400054,0.2851,0.273004,0.28086500000000003,0.06763,0.24212575,0.30975575,641.8238714583334
RUNX1,842.9561203333334,0.060267,0.272448,0.669518,2141.609047666667,0.065557,0.237182,0.697739,344.98207900000006,0.065869,0.254568,0.684033,28.482331,0.062878,0.226597,0.713542,0.33271500000000004,0.302739,0.320437,0.289475,0.06364275,0.24769875000000002,0.3113415,839.5073945
ZNF654,54.088050333333335,0.073719,0.233875,0.695267,3410.503751333333,0.047866,0.239787,0.712613,201.06228066666668,0.05992,0.184512,0.758051,7.917054666666666,0.055094,0.195115,0.751681,0.30759400000000003,0.287653,0.244432,0.250209,0.05914975,0.21332225000000002,0.27247200000000005,918.3927842499999
BAZ1A,495.0872563333333,0.09509,0.263692,0.643658,4786.357786333333,0.057272,0.17804,0.765993,126.59673166666666,0.05258,0.163327,0.785751,4.544276,0.069088,0.20411,0.729112,0.358782,0.23531200000000002,0.21590700000000002,0.273198,0.0685075,0.20229225,0.27079975,1353.146512583333
KMT2C,83.955224,0.108927,0.220284,0.678704,1028.8411116666666,0.062383,0.247343,0.690524,9.138617333333332,0.045647,0.153871,0.801932,23.006373333333332,0.069782,0.163543,0.769561,0.32921100000000003,0.309726,0.199518,0.233325,0.07168474999999999,0.19626025,0.267945,286.23533158333333
AP2A2,436.478264,0.081166,0.198971,0.724629,0.0,0.0,0.0,0.0,78.21486066666667,0.069697,0.071982,0.859501,2.3680293333333333,0.093643,0.175551,0.735336,0.280137,0.0,0.141679,0.26919400000000004,0.0611265,0.111626,0.17275250000000003,172.353718
USP33,19.230769,0.043692,0.203993,0.752315,1693.0483343333335,0.052792,0.225495,0.7224,70.284595,0.061904,0.158331,0.781961,2.835081333333333,0.083065,0.254634,0.662669,0.24768500000000002,0.278287,0.22023500000000001,0.337699,0.06036325,0.21061325,0.2709765,446.34969491666675
SLC44A2,19.10828,0.113281,0.002604,0.884115,4515.860634333333,0.080249,0.249151,0.675353,201.11404266666668,0.11093,0.125487,0.768244,25.64963,0.107723,0.233323,0.664019,0.115885,0.3294,0.236417,0.341046,0.10304575,0.15264125,0.255687,1190.43314675
PNP,42.016807,0.041406,0.064062,0.894531,6720.628414999999,0.065608,0.16679,0.770957,1718.0076626666666,0.07599,0.08611,0.839419,14.714569666666668,0.055828,0.189924,0.758654,0.10546799999999999,0.232398,0.16210000000000002,0.24575200000000003,0.059708,0.12672150000000001,0.18642950000000003,2123.841863583333
AP1G1,11.013215666666667,0.102865,0.235937,0.661198,281.232009,0.057978,0.24615,0.696465,3.462532,0.061975,0.199102,0.739681,1.4628569999999999,0.059357,0.219051,0.724354,0.338802,0.304128,0.261077,0.278408,0.07054375,0.22506,0.29560375,74.29265341666667
CEP95,170.47619033333334,0.087794,0.161803,0.754523,9765.432098666666,0.06724,0.148283,0.786308,12125.214581333334,0.059308,0.197265,0.746445,152.22430899999998,0.062495,0.234372,0.70538,0.249597,0.215523,0.256573,0.296867,0.06920925,0.18543075,0.25464,5553.336794833333
XYLB,237.49731700000004,0.051865,0.25637,0.697715,78.90295366666666,0.078289,0.233319,0.693582,29.175784000000004,0.050537,0.186914,0.76958,20.925751,0.065021,0.22657,0.711898,0.308235,0.311608,0.237451,0.291591,0.061427999999999996,0.22579325,0.28722125,91.62545141666668
FAM107B,13.605441999999998,0.071243,0.278739,0.657738,1618.5593113333334,0.054673,0.23167,0.714977,24.439918666666667,0.051053,0.196723,0.752224,5.695174333333333,0.077557,0.247695,0.675889,0.349982,0.286343,0.247776,0.325252,0.0636315,0.23870675,0.30233825000000003,415.5749615833334
PRKCB,71.197411,0.12719,0.103634,0.782552,3725.9131433333337,0.060539,0.207806,0.734855,1020.689655,0.070898,0.167986,0.76424,3.375034666666666,0.05622,0.203347,0.742938,0.230824,0.268345,0.23888399999999999,0.259567,0.07871175,0.17069325000000002,0.249405,1205.293811
RCOR1,37.815126,0.061777,0.192853,0.74537,792.088165,0.060447,0.239191,0.70484,8.573388,0.016875,0.283906,0.699219,1.1349706666666666,0.0727,0.223464,0.708993,0.25463,0.29963799999999996,0.30078099999999997,0.296164,0.052949750000000004,0.2348535,0.28780324999999995,209.90291241666665
ABI1,30.165912666666667,0.067344,0.207344,0.735156,3211.632332333333,0.059533,0.204854,0.736693,423.91048266666667,0.051236,0.209556,0.742173,9.561063333333333,0.05566,0.216088,0.730067,0.274688,0.26438700000000004,0.26079199999999997,0.271748,0.05844325,0.2094605,0.26790375,918.81744775
CHD8,5.4421765,0.055664,0.299805,0.644531,2090.986575666667,0.079781,0.225872,0.695921,187.98533500000005,0.073136,0.186266,0.743859,6.329173333333333,0.057542,0.216047,0.727259,0.355469,0.305653,0.259402,0.27358899999999997,0.06653075,0.2319975,0.29852825,572.6858151250001
BRD1,23.039433,0.081631,0.249399,0.675305,725.4498010000001,0.086139,0.236333,0.679639,57.07395499999999,0.069805,0.238293,0.692965,9.296970666666668,0.065992,0.245168,0.690428,0.33103,0.322472,0.308098,0.31116,0.07589175,0.24229825,0.31819,203.71503991666668
MVB12A,503.3030553333333,0.103321,0.213271,0.691009,4771.787960333334,0.086271,0.14757,0.769027,463.980464,0.083744,0.142634,0.777496,14.845615333333335,0.126375,0.229405,0.649347,0.316592,0.23384100000000002,0.22637800000000002,0.35578,0.09992774999999998,0.18322,0.28314775,1438.4792737500002
SNX4,0.0,0.0,0.0,0.0,1989.260809,0.062556,0.163695,0.774737,220.74402533333333,0.054134,0.101018,0.845097,0.9649206666666666,0.05939,0.203372,0.738812,0.0,0.226251,0.155152,0.262762,0.044020000000000004,0.11702125,0.16104125000000002,736.9899183333333
CDK13,56.13126066666667,0.137139,0.09399,0.770072,389.39324000000005,0.050974,0.241972,0.711402,361.01931433333334,0.080601,0.161019,0.761968,5.8365480000000005,0.05956,0.210608,0.733602,0.23112900000000003,0.292946,0.24162,0.27016799999999996,0.0820685,0.17689725,0.25896575,203.09509075
ZNF652,30.165912333333335,0.114307,0.259058,0.641504,70.194035,0.054019,0.263826,0.682155,24.162548,0.059156,0.233221,0.712772,361.0035843333333,0.045079,0.207189,0.750678,0.373365,0.317845,0.292377,0.252268,0.06814025,0.24082350000000002,0.30896375,121.38151991666666
EZH2,88.05031466666667,0.059849,0.25415,0.686,3574.1444866666675,0.070908,0.094857,0.835036,80.08274233333333,0.078759,0.104626,0.818395,6.680976666666667,0.055506,0.195626,0.749278,0.313999,0.165765,0.183385,0.251132,0.0662555,0.16231474999999998,0.22857025,937.2396300833335
MIA2,187.59924933333335,0.053464,0.224074,0.725214,59.53259533333334,0.058744,0.231104,0.714209,54.936068999999996,0.047398,0.156155,0.798334,6.356363333333334,0.052894,0.226866,0.725051,0.277538,0.289848,0.20355299999999998,0.27976,0.053125,0.20954974999999998,0.26267474999999996,77.10606925
UBE2G1,51.210428,0.068963,0.150426,0.781108,3433.722905,0.066873,0.231301,0.702527,5.847953,0.22526,0.216146,0.631076,50.85254700000001,0.056195,0.227557,0.720362,0.219389,0.298174,0.44140599999999997,0.283752,0.10432274999999999,0.20635750000000003,0.31068025,885.40845825
CLINT1,0.0,0.0,0.0,0.0,4155.169387,0.056347,0.236603,0.707408,185.81780533333333,0.058452,0.240842,0.704173,1.8473203333333332,0.041427,0.226207,0.732934,0.0,0.29295,0.299294,0.267634,0.0390565,0.17591299999999999,0.21496949999999998,1447.611504222222
PRKCA,14.8809525,0.175,0.13125,0.69375,335.02852866666666,0.070133,0.235424,0.699462,29.4700345,0.03427,0.059119,0.906611,3.183303333333333,0.10512,0.202124,0.699272,0.30625,0.30555699999999997,0.093389,0.307244,0.09613075,0.15697925,0.25311,95.64070475
NCOR1,15.4777925,0.039912,0.257812,0.702276,1819.3433893333333,0.05433,0.206238,0.741251,129.87106266666666,0.062555,0.15254,0.787603,8.793408,0.08088,0.221308,0.701608,0.297724,0.260568,0.215095,0.302188,0.05941925000000001,0.2094745,0.26889375000000004,493.371413125
UBE3A,284.7533633333333,0.067076,0.107382,0.82764,781.108509,0.063448,0.228564,0.708722,30.943396333333336,0.079141,0.234708,0.687945,552.6578583333334,0.063853,0.170055,0.769336,0.174458,0.292012,0.313849,0.233908,0.0683795,0.18517725000000002,0.25355675,412.36578175
RAP1B,283.33333366666665,0.09301,0.14665,0.762663,2057.747481,0.057381,0.198411,0.746925,27.627627666666665,0.090268,0.114046,0.798913,239.89520133333335,0.068782,0.172462,0.761807,0.23965999999999998,0.255792,0.204314,0.24124400000000001,0.07736025,0.15789225,0.2352525,652.1509109166666
NEIL1,472.328119,0.069691,0.128916,0.803134,1.253656,0.178385,0.092448,0.729167,464.41713566666675,0.101414,0.211071,0.690225,87.439684,0.070656,0.184577,0.748071,0.198607,0.270833,0.312485,0.255233,0.10503649999999999,0.154253,0.2592895,256.35964866666666
ANKRD12,163.85135133333333,0.148115,0.224039,0.633913,176.87192833333333,0.073031,0.222965,0.710018,52.601239,0.054213,0.161894,0.785449,7.388165666666666,0.057668,0.219354,0.726212,0.372154,0.295996,0.216107,0.277022,0.08325675,0.207063,0.29031975,100.17817108333334
ATL2,11.166390333333334,0.054146,0.23453,0.711324,729.1419533333333,0.052455,0.215076,0.733246,94.025465,0.058051,0.173584,0.769192,9.99103,0.055352,0.227025,0.717706,0.288676,0.26753099999999996,0.23163499999999998,0.282377,0.055000999999999994,0.21255374999999999,0.26755474999999995,211.08120966666664
LUC7L,640.350877,0.049461,0.109277,0.842518,1578.8944723333334,0.06411,0.126004,0.811271,371.42857133333337,0.065489,0.13228,0.80742,6.004544333333333,0.059144,0.214855,0.732475,0.158738,0.190114,0.19776900000000003,0.273999,0.059551,0.145604,0.205155,649.16961625
SIRT1,32.907196666666664,0.082425,0.222769,0.69683,1332.8608553333333,0.062014,0.19666,0.744022,127.86644633333334,0.064286,0.166538,0.771377,5.430044333333334,0.05832,0.229545,0.713744,0.30519399999999997,0.258674,0.23082399999999997,0.287865,0.06676125,0.203878,0.27063925,374.7661356666667
STAU1,1.040583,0.007812,0.054688,0.9375,5305.571187666667,0.06619,0.223637,0.711262,207.73175533333335,0.12626,0.104193,0.775844,5.808782999999999,0.074555,0.222306,0.70674,0.0625,0.289827,0.23045300000000002,0.296861,0.06870425,0.151206,0.21991025000000003,1380.0380772500002
RBM4,101.65484633333334,0.096657,0.083031,0.8211,1673.31791,0.072672,0.19462,0.735301,2180.065114,0.069906,0.107978,0.824144,132.023932,0.072103,0.24244,0.689407,0.17968800000000001,0.267292,0.177884,0.314543,0.0778345,0.15701725,0.23485175,1021.7654505833334
CLTB,56.56795733333333,0.032089,0.184092,0.784291,1427.9691423333334,0.060568,0.193594,0.74839,1361.8546843333331,0.063182,0.121599,0.817048,10.987667666666667,0.082327,0.16202,0.758412,0.216181,0.254162,0.184781,0.24434699999999998,0.0595415,0.16532625,0.22486775,714.3448629166667
C9orf85,322.07045266666665,0.063264,0.209808,0.730114,1217.5292826666666,0.058038,0.230977,0.713151,484.2535786666667,0.062525,0.178648,0.762189,21.962827,0.067831,0.228601,0.706726,0.273072,0.28901499999999997,0.241173,0.29643200000000003,0.0629145,0.2120085,0.27492300000000003,511.45403525
EIF3A,52.401746333333335,0.044705,0.293511,0.661784,2231.9236846666668,0.064004,0.210426,0.727414,284.87138699999997,0.06651,0.204719,0.732165,4.536211333333333,0.063337,0.205372,0.732135,0.338216,0.27443,0.271229,0.268709,0.059639000000000005,0.22850700000000002,0.288146,643.4332573333335
DYNC1H1,86.83473366666668,0.075857,0.236769,0.687374,315.13605433333333,0.078257,0.2064,0.71959,196.61430300000004,0.08963,0.158077,0.755942,4.286515333333333,0.07902,0.194269,0.729983,0.312626,0.284657,0.247707,0.273289,0.08069099999999998,0.19887875000000002,0.27956975,150.71790158333334
RHOA,189.9345053333333,0.076572,0.206471,0.720047,20601.519703333335,0.059538,0.219547,0.722611,10535.460993,0.063002,0.264343,0.673591,64.43245866666666,0.075998,0.243595,0.683687,0.283043,0.27908499999999997,0.327345,0.319593,0.0687775,0.233489,0.3022665,7847.836915083334
YY1,502.05761333333334,0.107838,0.14935,0.743532,3353.186841666666,0.062504,0.223115,0.717513,1500.4016060000001,0.103307,0.10619,0.792337,5.640735333333333,0.07494,0.166899,0.762384,0.257188,0.285619,0.209497,0.241839,0.08714725,0.16138850000000002,0.24853575000000003,1340.3216990833332
COG7,107.69230766666665,0.054377,0.045511,0.900112,728.3372363333333,0.055244,0.081776,0.86383,39.919296333333335,0.061936,0.095738,0.846232,0.5936766666666666,0.070632,0.229723,0.699645,0.099888,0.13702,0.157674,0.30035500000000004,0.06054725,0.11318700000000001,0.17373425,219.13562925
GTF3C1,0.0,0.0,0.0,0.0,1342.4489793333335,0.088678,0.269397,0.645333,48.12133133333333,0.069367,0.280418,0.653152,0.477299,0.060725,0.252506,0.690354,0.0,0.35807500000000003,0.349785,0.31323100000000004,0.0546925,0.20058025,0.25527275000000005,463.68253655555554
ZNF582,128.30349533333333,0.066032,0.220366,0.719251,187.94963999999996,0.036988,0.181027,0.782241,76.50273233333334,0.043558,0.153449,0.805194,13.403626666666666,0.057621,0.192845,0.751988,0.286398,0.218015,0.197007,0.25046599999999997,0.05104975,0.18692175,0.23797149999999997,101.53987358333332
MED4,0.0,0.0,0.0,0.0,3970.983722333334,0.068413,0.15045,0.782708,1379.2537923333336,0.063131,0.163027,0.775662,13.520570999999999,0.0549,0.204405,0.740857,0.0,0.218863,0.22615800000000003,0.259305,0.046611,0.1294705,0.1760815,1787.9193618888892
PLEKHB2,17.040731666666666,0.049162,0.162252,0.788586,1709.8646033333334,0.069912,0.231634,0.701978,44.44444433333334,0.048469,0.095305,0.858179,2.1743540000000006,0.041701,0.181335,0.779326,0.211414,0.301546,0.143774,0.223036,0.052310999999999996,0.16763150000000002,0.21994249999999999,443.3810333333334
RBM25,189.83957199999998,0.043299,0.245434,0.711323,1162.3514086666667,0.057638,0.207724,0.73725,297.13006866666666,0.072542,0.07399,0.855128,7.673959,0.068881,0.179864,0.754405,0.288733,0.265362,0.146532,0.248745,0.06059,0.176753,0.237343,414.24875208333333
KIF13B,152.77777749999998,0.304332,0.181108,0.539062,144.0380243333333,0.082292,0.276038,0.644355,1.5508115,0.080193,0.286305,0.643842,1.1708100000000001,0.055556,0.173397,0.771047,0.48544,0.35833000000000004,0.366498,0.228953,0.13059325,0.229212,0.35980525,74.88435583333333
UBE2L3,2567.0362506666665,0.053536,0.258231,0.692016,496.04386999999997,0.087773,0.25243,0.662835,455.875413,0.080235,0.244735,0.67703,8.126379666666667,0.084158,0.229257,0.692377,0.311767,0.340203,0.32497,0.313415,0.07642550000000001,0.24616325,0.32258875,881.7704783333332
RPS3A,475.7575756666667,0.093638,0.235134,0.679911,1255.159019,0.091822,0.225057,0.687578,1789.5178196666666,0.073489,0.237336,0.693832,43.60867533333334,0.075073,0.216318,0.71587,0.328772,0.316879,0.310825,0.291391,0.0835055,0.22846125,0.31196675,891.0107724166667
CLTA,4057.595392333333,0.094021,0.119217,0.789774,532.4198193333333,0.110799,0.239986,0.650494,1171.5963223333333,0.092212,0.084236,0.825706,4.4646273333333335,0.074025,0.169401,0.759754,0.21323799999999998,0.350785,0.176448,0.24342599999999998,0.09276425,0.15321,0.24597424999999995,1441.5190403333334
CUL3,38.528896333333336,0.066584,0.125592,0.807824,892.3890926666667,0.055228,0.133649,0.812538,273.8045446666667,0.056668,0.118606,0.826391,7.838192666666668,0.05926,0.187783,0.754877,0.192176,0.188877,0.175274,0.247043,0.059435,0.1414075,0.2008425,303.14018158333334
LUC7L2,883.4534843333334,0.077968,0.237837,0.690583,2871.746031666666,0.06798,0.186236,0.748834,1661.3529533333333,0.063692,0.129962,0.808947,65.85852466666667,0.064963,0.208505,0.729862,0.315805,0.254216,0.193654,0.273468,0.06865075,0.190635,0.25928575,1370.6027485
PCMTD1,51.20772933333333,0.067512,0.092055,0.842608,1436.6270590000001,0.054674,0.225923,0.720603,184.42515133333336,0.084923,0.14291,0.774875,23.876446666666666,0.081219,0.240454,0.68022,0.15956700000000001,0.280597,0.227833,0.321673,0.072082,0.17533549999999998,0.24741749999999998,424.0340965833334
TMEM41B,67.98245633333333,0.086946,0.31061,0.602445,320.7403653333334,0.051257,0.218125,0.731081,19.431988333333333,0.071214,0.099159,0.829627,4.373133,0.072156,0.171261,0.762599,0.397556,0.269382,0.170373,0.243417,0.07039324999999999,0.19978875,0.27018200000000003,103.13198575000001
PPP2CA,9.3708165,0.067801,0.266462,0.665737,2656.936937,0.055133,0.160893,0.785632,875.2688173333335,0.059918,0.196357,0.746067,18.384879666666667,0.061014,0.210406,0.728878,0.334263,0.216026,0.25627500000000003,0.27142,0.06096650000000001,0.2085295,0.269496,889.990362625
LRRC40,3.60036,0.054362,0.23112,0.714518,728.1559653333334,0.05648,0.210791,0.735823,408.32190233333336,0.074271,0.122946,0.805419,5.9963413333333335,0.067187,0.214085,0.72254,0.285482,0.26727100000000004,0.197217,0.28127199999999997,0.06307499999999999,0.19473549999999998,0.2578105,286.51864225
SNX11,0.0,0.0,0.0,0.0,591.017678,0.057537,0.234555,0.711041,81.42799833333335,0.135468,0.054688,0.809845,2.5173883333333333,0.054768,0.185607,0.759907,0.0,0.292092,0.190156,0.240375,0.061943250000000005,0.1187125,0.18065575,224.98768822222223
FLNB,41.958042,0.02474,0.063151,0.912109,251.60503333333335,0.058263,0.241592,0.70471,13.625242666666667,0.065451,0.110838,0.827133,0.038739,0.007161,0.003255,0.989583,0.087891,0.299855,0.176289,0.010416,0.03890375,0.104709,0.14361274999999998,76.80676425000001
ZFR,103.6585365,0.085478,0.255055,0.659467,1785.103526,0.052082,0.19489,0.754063,129.92248066666667,0.066155,0.223996,0.711435,4.566369666666667,0.08128,0.243823,0.675638,0.340533,0.24697200000000002,0.290151,0.32510300000000003,0.07124875000000001,0.229441,0.30068975,505.81272820833334
LUC7L3,18.6335405,0.061849,0.083659,0.854492,2192.967555333333,0.065393,0.193665,0.744135,526.9754766666666,0.076241,0.097915,0.828444,9.336409,0.054691,0.205199,0.744186,0.145508,0.259058,0.174156,0.25989,0.0645435,0.1451095,0.20965299999999998,686.9782453749999
IP6K1,159.19830566666667,0.072154,0.19605,0.735376,980.0589166666665,0.101521,0.263996,0.637224,324.96526766666665,0.0879,0.2005,0.714905,3.438561,0.097186,0.189658,0.714665,0.268204,0.365517,0.2884,0.286844,0.08969025,0.21255100000000002,0.30224125,366.91526274999995
SNRPG,99.43502833333332,0.077481,0.207298,0.717921,1378.4946236666667,0.067471,0.235509,0.700977,202.92083033333336,0.064512,0.204491,0.734898,8.720844000000001,0.051549,0.228822,0.720065,0.284779,0.30298,0.269003,0.280371,0.06525325,0.21903,0.28428325,422.3928315833333
ZNF397,126.38230633333336,0.103581,0.209294,0.691781,309.83560866666664,0.066704,0.226075,0.71106,73.56395466666667,0.057483,0.142723,0.803174,39.512583666666664,0.062382,0.227256,0.713997,0.312875,0.292779,0.200206,0.289638,0.0725375,0.20133700000000002,0.2738745,137.32361333333333
ASXL1,121.938644,0.084253,0.181265,0.7353,1119.3293886666665,0.060362,0.261157,0.681598,418.006589,0.065387,0.270187,0.670701,27.986102333333335,0.076739,0.249836,0.678225,0.26551800000000003,0.321519,0.33557400000000004,0.326575,0.07168525,0.24061125,0.31229650000000003,421.815181
ASH1L,234.33226333333332,0.08057,0.216046,0.707013,208.56672166666667,0.093857,0.260345,0.647031,30.397615666666667,0.084561,0.143899,0.774442,2.711201666666667,0.080037,0.19389,0.729688,0.296616,0.354202,0.22846,0.27392700000000003,0.08475625,0.203545,0.28830125,119.00195058333334
TRA2A,32.168608,0.072232,0.252256,0.675512,11610.038609999998,0.08485,0.232401,0.685339,56.144484,0.071378,0.258277,0.670345,24.275319666666665,0.061453,0.231424,0.707944,0.324488,0.317251,0.329655,0.292877,0.07247825,0.2435895,0.31606775000000004,2930.6567554166663
SORT1,6.052745333333333,0.140625,0.259487,0.599888,1023.794073,0.06397,0.121147,0.815715,366.37897533333336,0.063036,0.070553,0.867973,7.920703,0.061462,0.224938,0.716098,0.400112,0.185117,0.133589,0.2864,0.08227325,0.16903125,0.2513045,351.0366241666667
