gene_name,utr5_cpm,utr5_ai_rate,utr5_m6a_rate,utr5_unmod_rate,utr3_cpm,utr3_ai_rate,utr3_m6a_rate,utr3_unmod_rate,exon_cpm,exon_ai_rate,exon_m6a_rate,exon_unmod_rate,intron_cpm,intron_ai_rate,intron_m6a_rate,intron_unmod_rate,utr5_either_rate,utr3_either_rate,exon_either_rate,intron_either_rate,total_ai_rate,total_m6a_rate,total_either_rate,total_cpm
ZNF506,7.679180666666667,0.068721,0.162326,0.768953,68.58217900000001,0.051375,0.228043,0.722403,40.927021333333336,0.090832,0.217024,0.695893,16.70070266666667,0.09029,0.238976,0.673759,0.231047,0.279418,0.307856,0.329266,0.0753045,0.21159224999999998,0.28689675,33.47227091666667
SUZ12,25.0,0.040365,0.048828,0.910807,1647.829648,0.049302,0.242746,0.711806,108.70870866666668,0.101638,0.141397,0.76057,0.4641593333333333,0.099727,0.065983,0.839561,0.089193,0.292048,0.243035,0.16571,0.072758,0.1247385,0.1974965,445.500629
PI4K2A,48.496010000000005,0.057951,0.281695,0.660354,193.08878266666667,0.065045,0.255502,0.68306,7.430998,0.047294,0.141323,0.817243,0.7082803333333333,0.095726,0.258686,0.645588,0.339646,0.320547,0.188617,0.35441200000000006,0.06650400000000001,0.2343015,0.30080550000000006,62.43101775
PRKCI,0.0,0.0,0.0,0.0,212.74853800000002,0.09057,0.248385,0.663794,0.0,0.0,0.0,0.0,0.10169450000000001,0.030518,0.116211,0.853271,0.0,0.338955,0.0,0.146729,0.030272,0.091149,0.121421,106.42511625000002
ATXN2L,29.874213666666662,0.188528,0.17537,0.668174,4347.736625333334,0.070059,0.239495,0.694461,1092.1128383333332,0.088272,0.11405,0.799296,11.756038000000002,0.083851,0.153972,0.765093,0.363898,0.309554,0.202322,0.237823,0.10767750000000001,0.17072175,0.27839925,1370.3699288333337
GNB1,5.3865655,0.057215,0.074908,0.867877,4323.022121999999,0.074953,0.224081,0.702489,14.011078333333332,0.058049,0.116824,0.825127,1.7233936666666665,0.097802,0.227424,0.679688,0.132123,0.299034,0.174873,0.325226,0.07200475,0.16080925,0.23281400000000002,1086.0357898749999
UBE2E1,11.771995,0.009252,0.058594,0.932155,436.645763,0.075257,0.174443,0.75326,223.22899499999997,0.130718,0.078649,0.792729,503.12028499999997,0.061371,0.228746,0.713647,0.067846,0.24969999999999998,0.209367,0.290117,0.0691495,0.135108,0.20425749999999998,293.6917595
NAA15,14.113420666666668,0.051136,0.065128,0.883736,457.3798626666667,0.054287,0.157414,0.790646,43.667608333333334,0.102152,0.093518,0.807172,0.5296236666666667,0.076806,0.077996,0.84644,0.116264,0.211701,0.19567,0.154802,0.07109525,0.098514,0.16960925000000002,128.92262883333336
BAZ2A,5.944518,0.009549,0.144097,0.846354,330.53017733333337,0.088962,0.226861,0.686079,699.1717456666665,0.071983,0.097782,0.831993,27.641665666666665,0.075812,0.194679,0.733164,0.153646,0.315823,0.169765,0.270491,0.061576500000000006,0.16585475,0.22743125000000003,265.82202666666666
ZNF669,4.524887,0.026367,0.008464,0.965169,141.58576033333333,0.074464,0.051094,0.875313,156.27240133333333,0.041822,0.171105,0.78908,0.0,0.0,0.0,0.0,0.034831,0.125558,0.212927,0.0,0.03566325,0.05766575,0.093329,100.79434955555557
ANAPC7,4.140786666666666,0.038249,0.137533,0.824219,204.45894500000006,0.064166,0.156132,0.783186,39.20561566666667,0.049843,0.209436,0.742802,1.1734166666666666,0.029356,0.21729,0.755011,0.175782,0.220298,0.25927900000000004,0.246646,0.0454035,0.18009775,0.22550125000000001,62.24469100000001
TOP1,0.0,0.0,0.0,0.0,332.5511226666667,0.069728,0.2188,0.715147,23.063533333333336,0.097779,0.123477,0.78012,2.6824143333333335,0.062966,0.208709,0.735719,0.0,0.288528,0.221256,0.271675,0.05761825,0.1377465,0.19536475,119.43235677777778
PGLS,0.0,0.0,0.0,0.0,725.108225,0.072006,0.124204,0.806792,266.197498,0.05723,0.066514,0.877597,13.766981666666666,0.092111,0.210334,0.702895,0.0,0.19621,0.123744,0.30244499999999996,0.055336750000000004,0.10026299999999999,0.15559974999999998,335.0242348888889
SNX3,0.0,0.0,0.0,0.0,4458.633711333333,0.064794,0.192116,0.745361,832.992502,0.042873,0.221167,0.737188,0.0,0.0,0.0,0.0,0.0,0.25691,0.26404,0.0,0.026916750000000003,0.10332075,0.1302375,2645.8131066666665
USF2,22.11690366666667,0.118862,0.2101,0.691127,5451.082251,0.090226,0.224611,0.688284,748.2269503333333,0.124176,0.128566,0.750762,7.807394666666666,0.190087,0.167355,0.647514,0.328962,0.31483700000000003,0.252742,0.35744200000000004,0.13083775,0.18265800000000001,0.31349575,1557.3083749166667
AGO2,1710.2602980000001,0.04823,0.244701,0.710189,123.52301599999998,0.070955,0.219678,0.710779,212.81362,0.069792,0.10206,0.830014,6.790218,0.079649,0.189815,0.733079,0.292931,0.29063300000000003,0.171852,0.26946400000000004,0.06715650000000001,0.1890635,0.25622,513.3467880000001
TXNDC11,43.261951,0.053887,0.109805,0.836309,1488.1538360000002,0.092862,0.245349,0.667394,578.7080103333333,0.078338,0.104895,0.820214,8.284029333333333,0.110917,0.23194,0.660745,0.163692,0.33821100000000004,0.183233,0.342857,0.08400099999999999,0.17299725000000002,0.25699825,529.6019566666668
SNX2,0.0,0.0,0.0,0.0,83.04380433333334,0.08323,0.094926,0.823693,119.65811966666668,0.062535,0.086768,0.850991,2.1452613333333335,0.057597,0.120567,0.823211,0.0,0.17815599999999998,0.149303,0.178164,0.0508405,0.07556525,0.12640574999999998,68.28239511111111
ARL1,0.0,0.0,0.0,0.0,50.581088333333334,0.055014,0.154445,0.790541,16.483516,0.071615,0.021267,0.907118,0.0,0.0,0.0,0.0,0.0,0.209459,0.09288199999999999,0.0,0.03165725,0.043928,0.07558524999999999,33.53230216666667
RNF11,0.0,0.0,0.0,0.0,1768.796853,0.057192,0.238988,0.707009,359.139785,0.073135,0.100011,0.828757,0.341525,0.03396,0.134487,0.833626,0.0,0.29618,0.17314600000000002,0.16844699999999999,0.04107175,0.11837149999999999,0.15944325,709.4260543333334
STAM2,0.0,0.0,0.0,0.0,61.224489999999996,0.148967,0.290568,0.562551,19.011407,0.026953,0.019661,0.953385,3.9570519999999996,0.060415,0.139807,0.800935,0.0,0.439535,0.046614,0.20022199999999998,0.05908375,0.112509,0.17159275,28.064316333333334
TCEA1,0.0,0.0,0.0,0.0,797.44159,0.056938,0.239444,0.703618,2.207506,0.001953,0.058594,0.939453,4.193730666666666,0.053428,0.221957,0.726753,0.0,0.296382,0.060547000000000004,0.275385,0.02807975,0.12999875,0.1580785,267.94760888888885
RUNX1,167.12856033333333,0.054612,0.22269,0.726154,324.91826133333336,0.078451,0.224994,0.697012,129.03225799999998,0.056708,0.134243,0.811849,0.8560793333333333,0.066812,0.20675,0.728229,0.277302,0.303445,0.190951,0.27356199999999997,0.06414575,0.19716925,0.26131499999999996,155.48378975
ZNF654,26.415094,0.065104,0.17699,0.758774,974.3786046666668,0.059567,0.252851,0.687908,117.36485933333334,0.054861,0.13671,0.810712,1.5698533333333333,0.041992,0.179625,0.779403,0.242094,0.312418,0.191571,0.221617,0.055381,0.18654400000000002,0.241925,279.9321028333334
BAZ1A,168.353131,0.048648,0.264451,0.690481,612.1836123333334,0.053497,0.160441,0.787352,97.40954799999999,0.070461,0.113725,0.818049,4.022895,0.062774,0.197775,0.74245,0.313099,0.21393800000000002,0.18418600000000002,0.26054900000000003,0.058844999999999995,0.184098,0.242943,220.4922965833333
KMT2C,0.0,0.0,0.0,0.0,543.6112566666667,0.097053,0.26995,0.634444,6.537278333333333,0.076909,0.216979,0.707923,7.907145666666666,0.060423,0.148982,0.792753,0.0,0.367003,0.29388800000000004,0.209405,0.05859625,0.15897775000000003,0.21757400000000005,186.01856022222225
AP2A2,141.045378,0.107607,0.188903,0.708186,0.0,0.0,0.0,0.0,23.398731666666666,0.085296,0.077225,0.838203,1.2129763333333332,0.062522,0.164468,0.776082,0.29651,0.0,0.162521,0.22699,0.06385625,0.107649,0.17150525,55.21902866666667
USP33,0.0,0.0,0.0,0.0,476.7956863333333,0.050802,0.251403,0.697796,30.187809666666666,0.058445,0.122242,0.820163,2.495983333333333,0.051677,0.182593,0.768426,0.0,0.302205,0.180687,0.23427,0.040231,0.1390595,0.1792905,169.82649311111112
SLC44A2,19.10828,0.003906,0.02474,0.971354,4400.4160170000005,0.089416,0.217016,0.698226,270.8883023333333,0.097663,0.097737,0.807985,9.292720666666666,0.107577,0.239714,0.658283,0.028646,0.306432,0.19540000000000002,0.347291,0.0746405,0.14480175,0.21944225,1174.9263300000002
PNP,0.0,0.0,0.0,0.0,547.1311476666666,0.077832,0.19779,0.728045,131.8007663333333,0.077307,0.127112,0.796875,0.0,0.0,0.0,0.0,0.0,0.275622,0.20441900000000002,0.0,0.03878475,0.0812255,0.12001025,339.46595699999995
AP1G1,0.0,0.0,0.0,0.0,151.65720866666666,0.070341,0.239189,0.690996,4.1085275,0.091023,0.29916,0.610996,0.5828393333333333,0.045655,0.19945,0.758384,0.0,0.30953,0.390183,0.245105,0.05175475,0.18444975,0.2362045,52.11619183333334
CEP95,34.97835533333333,0.054378,0.159769,0.788608,4475.123456666667,0.073095,0.1464,0.782683,6686.2062,0.063448,0.204725,0.73506,143.146515,0.065343,0.240858,0.696521,0.214147,0.219495,0.268173,0.306201,0.064066,0.187938,0.252004,2834.8636317500004
XYLB,0.0,0.0,0.0,0.0,8.137432,0.049421,0.088166,0.862413,1.641138,0.002604,0.101562,0.895833,1.1338013333333332,0.073461,0.177727,0.750505,0.0,0.137587,0.104166,0.25118799999999997,0.0313715,0.09186375,0.12323524999999999,3.637457111111111
FAM107B,4.373178,0.137587,0.340278,0.522135,2622.4838583333335,0.064168,0.235268,0.702212,67.20977599999999,0.059067,0.244772,0.698351,9.208628,0.092617,0.259372,0.648383,0.477865,0.29943600000000004,0.30383899999999997,0.351989,0.08835975,0.2699225,0.35828225,675.8188600833333
PRKCB,35.598705499999994,0.019176,0.059837,0.920987,550.3595056666667,0.054475,0.21611,0.732411,179.92337166666667,0.070173,0.186086,0.746573,1.0403520000000002,0.060137,0.241322,0.702666,0.079013,0.270585,0.256259,0.30145900000000003,0.05099025,0.17583875000000002,0.22682900000000003,191.7304837083333
RCOR1,49.019608,0.121429,0.156696,0.72567,270.828193,0.052186,0.229389,0.721266,30.17832633333333,0.074899,0.203628,0.738222,1.9471053333333332,0.070545,0.288698,0.64995,0.278125,0.281575,0.27852699999999997,0.359243,0.07976475,0.21960275,0.2993675,87.99330816666667
ABI1,0.0,0.0,0.0,0.0,1039.7120873333333,0.062083,0.212746,0.725766,127.67962333333334,0.045261,0.179947,0.777419,2.266062,0.057007,0.224073,0.719867,0.0,0.274829,0.225208,0.28108,0.04108775,0.15419149999999998,0.19527925,389.88592422222223
CHD8,3.174603,0.135603,0.24721,0.617188,433.19838066666665,0.079663,0.221017,0.699669,82.185849,0.058199,0.119955,0.823961,3.885018333333333,0.065935,0.18733,0.747652,0.382813,0.30068,0.178154,0.25326499999999996,0.08485000000000001,0.193878,0.278728,130.61096274999997
BRD1,2.4368630000000002,0.128906,0.056463,0.814631,153.96236766666667,0.078684,0.226761,0.696032,32.77956433333333,0.111504,0.20933,0.679475,7.926050333333333,0.092753,0.239888,0.669366,0.185369,0.30544499999999997,0.320834,0.33264099999999996,0.10296174999999999,0.18311049999999998,0.28607225,49.27621133333333
MVB12A,272.2268096666666,0.096791,0.211814,0.696963,888.589398,0.0774,0.124739,0.799932,106.95970666666666,0.094517,0.164794,0.746593,3.924319333333333,0.084408,0.228225,0.692453,0.308605,0.202139,0.259311,0.312633,0.088279,0.182393,0.270672,317.9250584166667
SNX4,0.0,0.0,0.0,0.0,207.53138066666668,0.075938,0.187915,0.738029,45.824094333333335,0.125252,0.094779,0.782951,2.3514093333333332,0.12735,0.276285,0.59687,0.0,0.263853,0.220031,0.40363499999999997,0.082135,0.13974475,0.22187975,85.23562811111111
CDK13,31.088083,0.095052,0.097982,0.806966,148.2792226666667,0.066254,0.260074,0.675612,238.45193500000002,0.140799,0.173167,0.689653,5.3031386666666664,0.102903,0.229993,0.67053,0.19303399999999998,0.326328,0.31396599999999997,0.33289599999999997,0.10125200000000001,0.190304,0.291556,105.78059483333334
ZNF652,6.78733,0.049479,0.186849,0.763672,70.10570333333332,0.06189,0.242678,0.695432,0.0,0.0,0.0,0.0,145.035358,0.049065,0.211547,0.742664,0.23632799999999998,0.304568,0.0,0.260612,0.0401085,0.1602685,0.20037700000000003,73.97613044444444
EZH2,0.0,0.0,0.0,0.0,1048.1622303333334,0.0561,0.126918,0.817115,27.63002366666667,0.099202,0.086355,0.814484,2.1420266666666667,0.072539,0.207447,0.720642,0.0,0.18301800000000001,0.185557,0.279986,0.056960250000000004,0.10518,0.16214024999999999,359.3114268888889
MIA2,6.568500333333334,0.048292,0.162989,0.788719,1.3940136666666667,0.106388,0.143382,0.75023,4.460303333333333,0.063411,0.179297,0.76569,1.8339963333333333,0.084723,0.163367,0.756536,0.211281,0.24977,0.242708,0.24809000000000003,0.07570349999999999,0.16225875,0.23796225000000001,3.564203416666667
UBE2G1,14.897578999999999,0.116699,0.094971,0.78833,1002.7969233333333,0.060528,0.212579,0.727273,5.847953,0.041667,0.026042,0.932292,8.761394000000001,0.057612,0.202961,0.742447,0.21167,0.273107,0.067709,0.260573,0.06912650000000001,0.13413825000000001,0.20326475,258.07596233333334
CLINT1,19.417476,0.014648,0.018555,0.966797,1966.649113333333,0.057872,0.243601,0.699546,147.17046233333335,0.058749,0.237594,0.706482,0.614174,0.068176,0.228485,0.703339,0.033202999999999996,0.301473,0.296343,0.296661,0.049861249999999996,0.18205875,0.23192000000000002,533.4628064166666
PRKCA,49.603174333333335,0.043359,0.048828,0.907813,265.112048,0.078238,0.229615,0.694773,25.920422666666664,0.024731,0.095541,0.879727,2.8807993333333335,0.084852,0.152994,0.767443,0.092187,0.30785300000000004,0.120272,0.237846,0.057795,0.1317445,0.18953950000000003,85.87911108333334
NCOR1,4.037685,0.26237,0.091146,0.707031,338.716356,0.063712,0.197488,0.741777,24.925474666666663,0.084288,0.083208,0.83462,0.9834803333333332,0.057175,0.186111,0.758226,0.353516,0.2612,0.167496,0.243286,0.11688625,0.13948825,0.2563745,92.165749
UBE3A,75.73492766666666,0.061796,0.097934,0.841943,212.568306,0.088749,0.216306,0.695926,34.088050333333335,0.081757,0.239737,0.681965,324.668742,0.067568,0.172466,0.763481,0.15972999999999998,0.30505499999999997,0.321494,0.24003400000000003,0.07496749999999999,0.18161075,0.25657825,161.7650065
RAP1B,22.2222225,0.17627,0.089355,0.746094,247.423627,0.06793,0.204947,0.730386,32.432432,0.015842,0.051649,0.932509,59.22503366666667,0.065506,0.164419,0.772702,0.265625,0.272877,0.067491,0.229925,0.08138700000000001,0.1275925,0.20897949999999998,90.32582879166667
NEIL1,74.71188833333333,0.093102,0.176196,0.732522,2.089427,0.020313,0.14375,0.835938,197.80601266666667,0.110694,0.204263,0.687466,16.587870000000002,0.11796,0.194543,0.691184,0.269298,0.164063,0.314957,0.312503,0.08551725,0.179688,0.26520525,72.7987995
ANKRD12,87.83783799999999,0.177234,0.272837,0.582006,73.02688633333334,0.071942,0.195254,0.737013,28.438295666666665,0.045747,0.20168,0.75355,7.195532333333333,0.068132,0.163311,0.771279,0.450071,0.267196,0.247427,0.231443,0.09076375,0.2082705,0.29903425,49.12463808333334
ATL2,0.0,0.0,0.0,0.0,235.92988,0.05151,0.167582,0.781846,56.317336000000005,0.038893,0.169599,0.791508,9.813283,0.058141,0.260547,0.681471,0.0,0.219092,0.208492,0.31868799999999997,0.037136,0.149432,0.186568,100.686833
LUC7L,209.55165699999998,0.113567,0.153261,0.735942,280.7370183333333,0.064416,0.166803,0.768804,73.809524,0.08148,0.125693,0.796198,7.823844,0.121264,0.214686,0.668928,0.266828,0.231219,0.207173,0.33594999999999997,0.09518175,0.16511075,0.2602925,142.9805108333333
SIRT1,11.363636666666666,0.093994,0.145264,0.764974,403.8506966666667,0.053171,0.25316,0.697219,29.291261666666667,0.061391,0.161934,0.779211,3.6807556666666668,0.05828,0.182809,0.761516,0.239258,0.306331,0.223325,0.241089,0.06670899999999999,0.18579175,0.25250075,112.04658766666667
STAU1,13.527575500000001,0.019531,0.199219,0.78125,2452.4479463333337,0.068841,0.224195,0.708939,91.67652833333334,0.098634,0.122277,0.780857,12.282570999999999,0.066401,0.183296,0.752991,0.21875,0.293036,0.220911,0.249697,0.06335175,0.18224675,0.2455985,642.4836552916668
RBM4,22.852639666666665,0.090248,0.075162,0.834591,1151.436283,0.074921,0.234485,0.695018,1028.9256196666668,0.066584,0.100542,0.835377,42.60531066666667,0.069916,0.237838,0.69679,0.16541,0.309406,0.167126,0.30775399999999997,0.07541725,0.16200675,0.237424,561.45496325
CLTB,83.14350833333333,0.127194,0.195295,0.678903,1173.5737353333332,0.057563,0.180713,0.763956,951.7208413333334,0.059001,0.118767,0.823834,9.068798333333332,0.097946,0.180314,0.722904,0.322489,0.23827600000000002,0.17776799999999998,0.27826,0.085426,0.16877225,0.25419825,554.3767208333333
C9orf85,53.019410333333326,0.093847,0.199139,0.712871,151.693497,0.051958,0.240113,0.709068,104.29447833333332,0.04169,0.150061,0.808785,2.296101,0.05907,0.207748,0.734688,0.292986,0.29207099999999997,0.191751,0.266818,0.061641249999999995,0.19926525,0.2609065,77.82587166666667
EIF3A,16.011644666666665,0.226207,0.279474,0.495739,886.5597276666667,0.071197,0.182858,0.748387,154.07053833333333,0.0595,0.176891,0.766536,6.166284,0.049681,0.240498,0.711193,0.505681,0.254055,0.236391,0.29017899999999996,0.10164625,0.21993025,0.3215765,265.70204866666666
DYNC1H1,22.40896366666667,0.083008,0.294922,0.62207,75.170068,0.068074,0.197186,0.7388,76.10644833333333,0.074766,0.148361,0.77969,1.3299783333333333,0.110328,0.227338,0.67427,0.37793,0.26526,0.223127,0.337666,0.084044,0.21695175,0.30099575,43.75386458333333
RHOA,36.53912433333333,0.122936,0.291568,0.589291,5012.192967,0.057581,0.22149,0.723145,1608.0452126666667,0.061195,0.266563,0.674064,1.3741926666666666,0.069173,0.265592,0.669824,0.414504,0.279071,0.327758,0.334765,0.07772125,0.26130325,0.3390245,1664.5378741666668
YY1,139.91769533333334,0.138729,0.09375,0.768555,1859.5476743333336,0.061589,0.236803,0.705125,532.262383,0.095202,0.09709,0.809843,3.7724663333333335,0.087407,0.185649,0.729799,0.232479,0.298392,0.192292,0.273056,0.09573175,0.153323,0.24905475,633.87505475
COG7,49.57264933333334,0.044989,0.061153,0.894666,207.65027333333333,0.105792,0.147189,0.747019,10.808473999999999,0.098698,0.067865,0.834844,0.8041623333333333,0.050807,0.283242,0.66595,0.106142,0.252981,0.166563,0.334049,0.0750715,0.13986225,0.21493374999999998,67.20888975
GTF3C1,0.0,0.0,0.0,0.0,233.33333333333337,0.068991,0.228524,0.706059,18.473823666666668,0.071699,0.242584,0.689333,0.6211423333333334,0.075432,0.238967,0.685602,0.0,0.297515,0.314283,0.314399,0.054030499999999995,0.17751875,0.23154924999999998,84.14276644444446
ZNF582,56.372549,0.075788,0.191871,0.737746,0.0,0.0,0.0,0.0,14.976725666666667,0.078389,0.095809,0.825802,4.0738080000000005,0.046599,0.24136,0.71204,0.267659,0.0,0.17419800000000002,0.28795899999999996,0.050194,0.13226000000000002,0.182454,25.141027555555556
MED4,40.68857566666667,0.117538,0.279898,0.604667,1227.4121256666667,0.063536,0.1625,0.775802,403.4440346666667,0.060301,0.180489,0.761211,6.827985333333333,0.075657,0.230004,0.699617,0.397436,0.22603600000000001,0.24079,0.30566099999999996,0.079258,0.21322275,0.29248075,419.59318033333335
PLEKHB2,0.0,0.0,0.0,0.0,442.40275066666663,0.070783,0.243287,0.690826,5.895691333333333,0.143029,0.216046,0.640925,0.0730195,0.105469,0.057943,0.836589,0.0,0.31407,0.359075,0.163412,0.07982025,0.129319,0.20913925,149.4571538333333
RBM25,76.64884133333332,0.093841,0.128634,0.777707,392.2813873333334,0.077455,0.191791,0.733062,318.1937863333333,0.091111,0.093118,0.818593,10.355290666666667,0.068629,0.175493,0.760832,0.22247499999999998,0.269246,0.184229,0.244122,0.082759,0.147259,0.230018,199.36982641666668
KIF13B,0.0,0.0,0.0,0.0,60.75635466666666,0.055485,0.275477,0.669663,1.1555066666666667,0.036801,0.318873,0.644326,1.1957586666666666,0.059682,0.21315,0.728064,0.0,0.33096200000000003,0.35567400000000005,0.272832,0.037992,0.20187500000000003,0.239867,21.03587333333333
UBE2L3,239.05009033333332,0.04545,0.223107,0.734295,92.36192733333331,0.082747,0.263034,0.655471,106.70651766666667,0.079388,0.246151,0.67657,1.8717806666666668,0.07419,0.262189,0.663842,0.268557,0.345781,0.325539,0.336379,0.07044375,0.24862025,0.319064,109.997579
RPS3A,227.27272733333334,0.073672,0.228073,0.705339,591.6484583333333,0.073077,0.212245,0.720385,585.3249473333334,0.07092,0.233211,0.69869,15.997539000000002,0.08297,0.230168,0.693416,0.301745,0.28532199999999996,0.304131,0.313138,0.07515975,0.22592425000000002,0.301084,355.060918
CLTA,547.87617,0.094342,0.139201,0.76998,112.799126,0.106476,0.266856,0.627741,180.90173933333332,0.100125,0.117776,0.787151,2.138769,0.120969,0.221126,0.664365,0.233543,0.373332,0.217901,0.342095,0.105478,0.18623974999999998,0.29171775,210.92895108333335
CUL3,13.426736333333336,0.097486,0.0518,0.850713,197.06959700000002,0.060654,0.104094,0.837349,164.36637366666668,0.068175,0.146499,0.787492,13.568816333333332,0.074002,0.162655,0.765289,0.149286,0.164748,0.21467399999999998,0.236657,0.07507925,0.116262,0.19134125,97.10788083333334
LUC7L2,13.731548333333336,0.099658,0.207227,0.694141,839.6825396666667,0.074593,0.175316,0.75261,278.152463,0.077476,0.10583,0.817775,7.6272763333333335,0.079554,0.210751,0.714478,0.30688499999999996,0.249909,0.183306,0.290305,0.08282025,0.174781,0.25760125,284.7984568333333
PCMTD1,8.695652,0.032227,0.461589,0.506185,221.179904,0.052407,0.226828,0.722017,20.257827000000002,0.060369,0.132153,0.807478,9.30929,0.070284,0.237409,0.693359,0.49381600000000003,0.279235,0.192522,0.307693,0.05382175,0.26449475,0.3183165,64.86066824999999
TMEM41B,0.0,0.0,0.0,0.0,55.527383333333326,0.086128,0.206431,0.709071,39.237668,0.224963,0.146205,0.630171,2.8846253333333336,0.175781,0.151551,0.672945,0.0,0.292559,0.371168,0.32733199999999996,0.12171799999999999,0.12604674999999999,0.24776474999999998,32.54989222222222
PPP2CA,16.064257,0.022135,0.02832,0.949544,2409.6576576666666,0.061043,0.148273,0.791853,819.7132616666667,0.050759,0.179491,0.771543,14.715267333333335,0.057027,0.215394,0.72986,0.050455,0.209316,0.23025,0.272421,0.047741,0.1428695,0.19061050000000002,815.0376109166667
LRRC40,3.60036,0.088867,0.006348,0.904785,325.8597806666667,0.057248,0.227476,0.718245,198.27908733333334,0.084688,0.108765,0.809652,3.338248666666667,0.06558,0.183546,0.754396,0.09521500000000001,0.28472400000000003,0.19345299999999999,0.249126,0.07409574999999999,0.13153375,0.2056295,132.7693691666667
SNX11,20.979021000000003,0.028863,0.275608,0.69553,71.18968,0.046255,0.182134,0.772275,20.056157000000002,0.105234,0.032734,0.862031,9.784075333333332,0.066365,0.108318,0.827213,0.30447100000000005,0.22838899999999998,0.13796799999999998,0.17468299999999998,0.06167924999999999,0.14969849999999998,0.21137774999999998,30.502233333333333
FLNB,311.188811,0.063641,0.016722,0.919637,235.23369266666666,0.075091,0.210465,0.717012,48.848392999999994,0.112613,0.118368,0.770641,2.3910370000000003,0.089443,0.129736,0.784144,0.080363,0.28555600000000003,0.230981,0.21917899999999998,0.08519700000000001,0.11882275,0.20401975,149.41548341666666
ZFR,0.0,0.0,0.0,0.0,525.6872303333333,0.050798,0.188583,0.762243,117.93281666666665,0.093134,0.141351,0.7691,8.557571333333334,0.051124,0.194085,0.75488,0.0,0.239381,0.234485,0.245209,0.048764,0.13100475,0.17976875,217.39253944444445
LUC7L3,0.0,0.0,0.0,0.0,720.8538586666667,0.062118,0.194153,0.747366,190.55404199999998,0.088849,0.142472,0.771684,4.152530666666666,0.058781,0.203976,0.741234,0.0,0.25627099999999997,0.231321,0.262757,0.052437,0.13515024999999997,0.18758724999999998,305.18681044444446
IP6K1,24.38759433333333,0.06103,0.148316,0.794309,100.328575,0.086401,0.250185,0.66567,41.25876366666667,0.080948,0.158795,0.762037,1.4818306666666665,0.153341,0.29567,0.550988,0.209346,0.336586,0.23974299999999998,0.449011,0.09543,0.2132415,0.3086715,41.864190916666665
SNRPG,34.086629,0.056285,0.191665,0.752525,577.265745,0.062902,0.226759,0.715201,95.95183200000001,0.054562,0.232174,0.719214,7.094924,0.05516,0.234098,0.711144,0.24795,0.289661,0.286736,0.289258,0.05722724999999999,0.221174,0.27840125000000004,178.5997825
ZNF397,0.0,0.0,0.0,0.0,58.88362566666667,0.068954,0.205774,0.729702,0.0,0.0,0.0,0.0,4.1125766666666665,0.089508,0.255399,0.661195,0.0,0.274728,0.0,0.34490699999999996,0.0396155,0.11529325,0.15490874999999998,31.498101166666668
ASXL1,86.62026300000001,0.065232,0.084612,0.853644,487.6960646666666,0.068621,0.253316,0.68099,430.10276833333324,0.092226,0.275745,0.638182,3.319926,0.074627,0.240722,0.689169,0.149844,0.321937,0.36797100000000005,0.315349,0.07517650000000001,0.21359875,0.28877525000000004,251.93475549999997
ASH1L,104.82816033333334,0.090172,0.220119,0.694032,159.03349799999998,0.05732,0.245287,0.69869,24.379955999999996,0.10254,0.129947,0.76822,1.1976956666666665,0.103827,0.178342,0.723181,0.310291,0.302607,0.232487,0.282169,0.08846475000000001,0.19342375,0.2818885,72.3598275
TRA2A,50.748751999999996,0.084038,0.084507,0.834465,5729.300729,0.088815,0.224131,0.688348,73.41970966666666,0.086982,0.189338,0.72368,9.033282666666667,0.097161,0.224424,0.67949,0.168545,0.312946,0.27632,0.321585,0.08924900000000001,0.18059999999999998,0.269849,1465.6256183333333
SORT1,0.0,0.0,0.0,0.0,75.53536700000001,0.056195,0.150588,0.793512,22.859808666666662,0.074245,0.06056,0.865195,5.195148333333333,0.067343,0.233502,0.699172,0.0,0.206783,0.134805,0.300845,0.04944575,0.1111625,0.16060825,34.530108000000006
SERINC3,0.0,0.0,0.0,0.0,320.996854,0.071046,0.220589,0.711075,56.03155166666667,0.079481,0.143801,0.779221,0.9978956666666666,0.088814,0.196839,0.723757,0.0,0.291635,0.223282,0.285653,0.05983525,0.14030725,0.2001425,126.00876711111113
PILRB,117.69925799999999,0.101868,0.165832,0.736265,0.0,0.0,0.0,0.0,357.8947366666667,0.12943,0.103843,0.769157,15.202332666666669,0.055609,0.17932,0.76673,0.2677,0.0,0.233273,0.234929,0.07172675,0.11224875000000001,0.18397550000000001,163.59877577777777
ZNF235,0.0,0.0,0.0,0.0,59.00383133333333,0.124975,0.228541,0.658228,0.45106,0.347656,0.003906,0.648438,0.0,0.0,0.0,0.0,0.0,0.353516,0.35156200000000004,0.0,0.11815775,0.05811175,0.17626950000000002,29.727445666666664
DYNC1I2,0.0,0.0,0.0,0.0,46.569708,0.035896,0.228657,0.73663,4.058853,0.041992,0.087402,0.870605,0.0,0.0,0.0,0.0,0.0,0.264553,0.129394,0.0,0.019472,0.07901475,0.09848675,25.3142805
MEF2D,16.55629133333333,0.091797,0.086198,0.844271,2120.895014333333,0.101602,0.271144,0.629188,89.39974466666666,0.060519,0.193834,0.747256,1.1549563333333333,0.081272,0.236798,0.68193,0.17799500000000001,0.372746,0.254353,0.31807,0.0837975,0.1969935,0.280791,557.0015016666666
